col_name,data_type,comment
VO_CNT_FREE_M6,int,"Indicates Number of Occurences of Free Local Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_FREE_WK1,int,"Indicates Number of Occurences of Free Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_FREE_WK2,int,"Indicates Number of Occurences of Free Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_FREE_WK3,int,"Indicates Number of Occurences of Free Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_FREE_WK4,int,"Indicates Number of Occurences of Free Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_IB_M1,int,Voice Incoming In Bundle Count
VO_CNT_IB_M3,int,Voice Incoming In Bundle Count
VO_CNT_IB_M6,int,Voice Incoming In Bundle Count
VO_CNT_IB_WK1,int,Voice Incoming In Bundle Count
VO_CNT_IB_WK2,int,Voice Incoming In Bundle Count
VO_CNT_IB_WK3,int,Voice Incoming In Bundle Count
VO_CNT_IB_WK4,int,Voice Incoming In Bundle Count
VO_CNT_M1,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_M3,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_M6,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_OFFNT_M1,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_OFFNT_M3,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_OFFNT_M6,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_OFFNT_WK1,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_OFFNT_WK2,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_OFFNT_WK3,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_OFFNT_WK4,int,"Indicates Number of Occurences of Local Voice Offnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_ONNT_M1,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_ONNT_M3,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_ONNT_M6,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CNT_ONNT_WK1,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_ONNT_WK2,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_ONNT_WK3,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_ONNT_WK4,int,"Indicates Number of Occurences of Local Voice Onnet events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WK1,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WK2,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WK3,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WK4,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WKDAY_M1,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CNT_WKEND_M1,int,"Indicates Number of Occurences of Total Local Voice events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
WKEND_M1: All weekends (Fri - Sat) of the snapshot month"
VO_CUG_CNT_CHRG_M1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_CHRG_M3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_CHRG_M6,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_CHRG_WK1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_CHRG_WK2,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_CHRG_WK3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_CHRG_WK4,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_FREE_M1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_FREE_M3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_FREE_M6,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_FREE_WK1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_FREE_WK2,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_FREE_WK3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_FREE_WK4,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_IB_M1,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_M3,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_M6,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_WK1,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_WK2,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_WK3,int,Voice CUG In Bundle Count
VO_CUG_CNT_IB_WK4,int,Voice CUG In Bundle Count
VO_CUG_CNT_M1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_M3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_M6,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
VO_CUG_CNT_WK1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_WK2,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_WK3,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_WK4,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_WKDAY_M1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_CNT_WKEND_M1,int,"Indicates Number of Occurences of Total Local Voice CUG events within a given month.

WK1: From 1st till 7th day of the snapshot month
WK2: From 8th till 14th day of the snapshot month
WK3: From 15th till 21st day of the snapshot month
WK4: From 22nd till end of the snapshot month
WKDAY_M1: All week days (Sun - Thu) of the snapshot month
W"
VO_CUG_MOU_CHRG_M1,int,"Indicates Total Minutes of Charged Local Voice CUG events within a given month.

M1: Snapshot month
M2: Snapshot month minus 1
M3: Snapshot month - 2"
